0|0|30263907|0
1|0|31420996|0
1|1|156861340|5
0|1|231173314|137
1|1|115427915|314
0|1|168066798|206182
1|1|154076849|204920
0|1|149064344|156696
1|2|154602302|153549
0|2|71036573|49461
1|3|69075443|49253
0|3|99428527|41239
1|3|92075943|41620
0|3|70769594|28302
1|3|91264400|28372
0|3|183319709|53587
1|3|176389195|54215
0|3|86730169|52886
1|3|98714221|54188
0|3|141557915|43682
1|3|120085377|44032
0|3|105053694|36704
1|3|88546898|36921
0|3|172623716|100860
1|3|203599552|103183
0|3|71503915|38276
1|3|106916305|38432
0|3|334363552|59308
1|3|332907429|60045
0|3|176607024|232706
1|4|197511953|232363
0|4|218083441|218448
1|5|207483305|215913
0|5|115894554|127439
1|6|245835246|243544
0|6|278906303|235933
0|7|89804649|117154
1|6|157267381|241677
0|7|51457347|0
1|8|143547019|142196
0|8|221174792|138977
1|8|605957989|232176
0|8|491061983|232679
0|10|161549920|155144
1|8|172532220|151354
0|10|36152100|0
1|11|114749106|203899
0|11|180666641|209435
1|11|120289613|128904
0|12|157492627|164461
1|12|143879600|99697
1|12|177103519|151427
1|12|50076219|0
0|12|238973799|209219
0|14|203687637|206942
1|14|243585020|206200
0|14|243950280|200151
1|15|366797059|401465
0|15|179235640|201845
1|16|156994260|210124
0|17|217516919|208570
1|17|199853679|239111
1|18|99165690|92733
0|18|225247477|242624
1|18|62311882|0
0|19|200845012|258713
1|19|206781241|164698
0|19|115284984|917
1|20|175967155|262028
1|20|117211178|187632
1|20|37287831|0
0|20|323249132|256349
0|21|985775199|401029
0|22|36029752|0
1|21|1105970916|208634
0|23|195915912|58967
0|23|68547213|0
1|23|266938132|60132
0|23|330725062|503508
1|23|305284651|507973
0|23|67433556|0
1|25|329887683|415410
0|25|368633692|504506
1|25|94266171|84190
1|29|108365261|198076
0|28|136857947|201633
1|29|53912417|0
0|30|161171802|140644
1|30|205135520|241299
0|30|131906200|96512
1|30|161118368|231664
0|31|182719839|231421
1|31|203846203|222212
0|32|223445775|226562
1|32|156975479|189428
1|33|160005046|127593
0|33|243264219|187274
1|33|60780513|0
1|34|129581776|185745
1|34|53109887|0
0|34|476510185|313922
0|35|231943799|158819
0|35|62662897|0
1|35|764497539|164746
1|36|380613531|538750
0|36|592972473|544812
1|36|321437133|388828
0|36|367241826|389206
1|36|171705548|180412
0|40|195175215|231650
0|41|137678319|191396
1|40|212328174|240266
0|41|111145310|0
1|42|205771580|315593
0|42|181058649|308101
1|42|248630424|281583
1|43|138387412|134248
1|43|63347821|0
0|43|527413739|280511
1|44|364298195|278090
1|44|76960103|0
0|44|370624298|414718
0|45|209037560|168464
1|45|360961651|167784
0|45|79386070|0
1|46|169529773|99614
0|46|200653262|97388
0|46|1662294848|229670
0|46|65556020|0
1|46|1862985719|227320
0|47|750386860|252402
0|47|72488282|0
1|47|761229935|250851
1|48|497372234|911642
0|48|601992831|911581
1|48|278805795|468873
0|51|256801657|469028
1|51|164986827|111646
0|53|163817977|108726
1|53|201346848|242319
0|53|192135277|242382
1|53|191545900|253323
0|54|211151258|250714
1|54|246579128|128495
0|55|238421219|132432
1|55|252557611|236920
0|55|278509885|235694
1|55|162583016|189976
0|56|167432977|186932
1|56|98706651|86795
0|57|144889416|87350
1|57|205130114|215885
0|57|233723008|220246
1|57|174174430|248427
1|58|161512464|242787
0|58|209077970|243480
1|58|66662276|0
1|59|215325847|248748
0|59|297332309|247230
1|59|64977945|0
1|60|147589962|131848
1|60|65415297|0
0|60|261007035|376223
0|61|192958025|94463
1|61|254605643|92247
0|61|176146968|5
1|62|263581343|194883
0|62|249465295|194264
1|62|239226483|236760
0|63|221824708|237837
1|63|200040596|258365
0|64|209827995|260955
1|64|352237049|221306
0|65|241358089|222922
0|66|193582086|220775
1|65|216535003|227027
0|66|67104006|0
1|67|537972894|341382
0|67|558306037|342491
1|67|575067111|460802
0|68|570171859|466838
1|68|215413828|273920
0|70|246818111|272256
1|70|265599327|310937
0|71|232174971|304857
1|71|197729504|291189
0|72|208386469|297436
1|72|188362777|254961
0|73|214188106|252338
1|73|190703250|211730
0|74|184260721|208567
1|74|251291635|196035
0|75|245101285|195479
1|75|200797762|243232
0|76|199112826|254692
1|76|232315419|201868
0|77|262649821|196424
1|77|217081129|209245
0|78|191065295|205026
1|78|202133703|286878
0|79|252357832|290027
1|79|170813611|148128
0|80|166781901|151955
1|80|184804267|228773
0|80|192069469|225074
1|80|156334666|164002
1|81|151735866|105772
0|81|205818192|165166
1|81|77139208|0
0|82|478807246|104853
1|82|614295024|250304
1|82|143284586|173967
1|82|59410375|0
0|82|403299384|250211
1|83|308987909|172254
1|83|67222770|0
0|83|434603436|347694
1|84|386767798|303126
0|84|303355349|300762
1|84|74297498|0
0|85|244073987|133243
1|85|232002177|131068
0|85|81221906|0
0|86|294644229|202467
0|86|26792794|0
1|86|380910003|203747
1|87|307400920|180376
0|87|346751831|183539
0|88|591606779|513590
0|88|76460722|0
1|87|819671372|519079
0|90|418773558|427885
0|90|70208627|0
1|90|414699633|427339
0|92|3449283624|942026
0|92|49686364|0
1|92|3702885875|944874
0|96|1381705063|711664
0|96|76379549|0
1|96|1230038576|707164
0|98|791409328|1284752
1|98|804962351|1284681
0|98|110197260|112271
1|98|158142599|232594
0|98|205881218|304545
1|104|143647300|181145
0|105|96203801|78619
1|106|175209024|79276
0|106|188665339|174151
1|106|188674319|179085
0|106|184485558|246362
1|107|183269312|242619
0|107|140739860|149565
1|107|155894945|150689
0|107|254422204|136235
1|108|267717680|134485
0|108|181407986|203735
1|109|195185700|206280
0|109|238710772|232115
0|110|167935407|241922
1|110|283358424|227683
0|110|73042454|0
0|111|168572767|96335
1|111|231841419|271916
0|111|66380206|0
1|112|195947607|234161
0|112|197022703|162776
1|112|89871435|0
0|113|153985775|215412
1|113|207822718|215271
0|113|233990193|285947
0|114|167341345|244776
1|114|356974992|285899
0|114|79217512|0
0|115|228340780|206950
1|115|322530878|451359
0|115|91511970|0
1|117|148286595|38360
0|117|163034775|142143
1|117|69927761|104304
1|117|200143556|204742
0|117|241130973|201992
1|117|54712758|0
0|118|232707200|265545
1|118|228659839|262491
0|118|223164725|227830
0|119|177815114|222283
0|119|95454379|0
1|119|497493584|222621
0|121|263253539|125423
0|121|52494601|0
1|121|338993788|351258
1|122|560601598|363516
1|122|133414002|39238
1|122|83374273|0
0|122|1102899427|367671
1|123|677612955|699898
1|123|106260650|0
0|123|700232259|737428
0|124|695866740|929670
1|124|924699838|931852
0|124|339114183|725783
1|129|350252136|765655
0|129|158727679|188482
1|131|139796341|153605
0|131|240803585|318456
1|132|230088602|311760
0|132|137572846|113781
1|133|192733805|113897
0|133|450776464|280887
1|133|376816468|285052
0|133|209315048|292134
0|134|179687487|179839
0|134|55913255|0
1|134|471291787|288399
0|134|354366031|216693
1|134|334236848|396005
0|134|94741131|0
1|136|218342322|246282
1|136|127782770|0
0|136|286276953|248164
0|137|260975464|123652
1|137|396044127|126240
0|137|495569127|459968
0|137|242098416|320057
0|137|71364961|0
1|137|1222152681|464528
0|139|772357354|114561
0|139|86788697|0
1|139|442231198|434322
1|140|245527453|168978
0|140|370320803|167737
1|140|161751525|630
0|141|195065172|69753
1|141|141014705|65107
0|141|260002500|289276
1|141|282479815|286678
0|141|172379676|114950
1|142|198248194|122235
1|143|279764952|315348
1|143|43263072|0
0|142|1520130998|317418
1|144|1768977883|1035295
1|144|190315176|693194
1|144|87305244|0
0|144|1282185445|1035523
0|144|1529206589|1744289
0|144|312146811|1046681
0|144|36956657|0
1|144|2839873891|1744428
1|153|638518575|1037291
1|160|254638114|218333
1|160|103086739|0
0|153|2304034338|689881
1|160|730550725|0
0|160|796124128|218228
0|164|2170730462|1468813
0|164|390954586|653265
0|164|67901513|0
1|164|3742712564|1468803
0|164|651775532|4
0|164|109504297|0
1|164|721703975|657000
0|172|1705182134|1517686
0|172|254952539|1000054
0|172|98085663|136205
0|172|93183843|0
1|172|5212237326|1517724
0|172|4348235903|659614
0|172|118062418|0
1|172|2855722553|1235767
0|172|2723240893|201654
0|172|100666998|0
1|172|1194457571|763750
0|188|799517725|96584
1|188|606918538|96391
0|188|112319250|0
1|188|626551797|232046
0|188|642838358|228305
1|188|193823711|8
1|189|375007472|226537
1|189|78786940|0
0|189|562879332|225544
1|190|781759916|320470
0|190|776037665|322237
1|190|62819494|0
1|191|1027006680|652563
1|191|96735111|0
0|191|6214777355|655610
1|194|7340163468|1099876
1|194|317040546|1000024
1|194|316423611|1000011
1|194|356801438|1000194
1|194|313730220|1000498
1|194|298843062|1000036
1|194|295952789|1000020
1|194|259512401|838993
0|194|4452785964|1099972
1|194|145866964|0
0|194|8982975044|2000023
1|194|9731448294|2000006
0|194|970956066|2000248
0|194|823078546|1909335
0|194|260509815|1000154
1|194|1382409520|2000020
0|194|272460853|1000459
0|194|452899848|1026409
1|194|786782386|1740859
0|194|323099098|1000000
1|194|299531681|150825
1|194|209395174|236495
1|194|58360196|0
0|194|552182521|1064054
1|194|393584261|215929
1|194|64091067|0
0|194|537850387|1038058
1|229|917225561|851965
1|229|76805086|0
0|229|916117220|1214653
1|240|423768145|811736
1|240|73063115|0
0|240|472382540|1142020
0|242|560251842|1004934
0|248|170965535|157863
1|242|761742821|549455
0|248|34153330|0
0|250|182860725|294730
0|250|85965851|0
1|250|300368669|456941
1|252|238645094|277099
0|252|288898544|278062
1|252|113231331|33
0|253|182524732|231996
1|253|201810849|229101
0|253|190699624|129505
1|254|157134116|134129
1|254|629426213|333676
0|254|746438825|336937
1|254|73579699|0
0|255|257195493|392587
1|255|238499536|391623
0|255|237974650|325127
1|256|353621824|521767
0|256|143961400|195936
1|258|106090404|0
0|259|189602904|152085
1|259|152658088|151173
0|259|186972361|242452
1|259|232788614|245379
0|259|247512418|235867
1|260|217230516|235896
0|260|216161658|344646
0|261|145086658|188247
0|261|53219070|0
1|261|399616663|346161
1|262|272310337|424510
0|262|325178145|238529
1|262|108483166|0
0|263|204009655|221391
1|263|205256143|221043
0|263|246295332|255275
1|264|280882769|249738
0|264|183810393|219285
1|265|202846185|223382
1|266|231073294|257107
1|266|71640353|0
0|265|508521384|265112
1|267|306275663|222918
0|267|260617115|215819
1|267|74906349|0
0|267|684795227|606144
1|267|657799632|609660
0|267|205419177|288451
1|270|207562336|284090
0|270|166535578|193763
1|271|173504735|191099
0|271|135673564|92529
1|272|148208171|94604
0|272|298094325|283723
0|272|141537740|250111
0|272|61211629|0
1|272|599967076|293978
0|273|398557628|100747
0|273|51126914|0
1|273|421234985|344684
0|274|466145476|300657
0|274|46885608|0
1|274|1051776034|300963
0|275|968939095|115864
0|275|88177405|0
1|275|414737995|117995
1|276|280358400|256852
0|276|351800850|258999
1|276|80876014|0
0|277|221706481|70541
1|277|255254627|70919
0|277|225069599|100509
1|277|255849114|100205
1|277|268558986|196445
1|277|60944967|0
0|277|1294898485|196848
1|277|1819519550|1051506
1|277|279680959|951189
1|277|136873531|0
0|277|1795906414|1051341
0|277|3815898753|1792233
1|277|4551727786|1743536
0|277|797621051|1355859
1|277|774797606|1355393
0|290|296953264|1000010
1|290|233545059|231056
0|294|265726721|376851
1|294|213672405|240891
0|300|194585623|212745
0|301|188967748|196650
1|301|221257301|212741
0|301|99141174|0
1|302|273394410|379754
0|302|204276818|229145
1|302|186080709|85721
0|302|179737133|140392
1|303|109717973|106068
0|303|152578988|57897
1|304|156442252|57929
1|304|496495585|495021
1|304|70740650|0
0|304|988588488|497156
0|306|479917377|680654
1|306|862041072|678173
0|306|207352607|104758
1|307|353951202|292207
0|307|216545314|186398
0|309|818288095|290320
0|309|60962292|0
1|309|938490812|292236
0|311|432374612|223125
1|311|398508089|224313
0|311|53668057|0
1|312|951673406|370576
1|312|237768052|31741
1|312|49470597|0
0|312|1573240636|399073
0|313|239504836|21908
1|313|626201432|17230
0|313|215896977|63368
1|313|237043736|91206
0|313|129956981|25614
1|313|188884999|81740
0|313|189539205|84414
1|313|142690448|39964
0|313|133006102|39845
1|313|152255665|22693
0|313|138822520|22795
1|313|177732131|39376
0|313|145823409|39178
1|313|245258866|178459
0|313|300916071|181173
1|313|143783528|32537
0|313|157686392|32325
1|313|191412998|54360
0|313|259613836|54044
1|313|198701343|45895
1|313|181936328|35627
0|313|232274478|46026
1|313|72273660|0
0|313|227929702|104017
1|313|225503798|69177
0|313|82040435|0
0|313|513645047|82659
0|313|72853449|0
1|313|1272524714|82197
0|313|1519668947|715706
0|313|40943409|0
1|313|1547247990|718484
0|313|1515634850|490006
0|313|71170061|0
1|313|2038411932|488212
0|316|1637203304|282694
0|316|102386941|0
1|316|714547875|282030
1|317|435419852|84263
1|317|50656723|0
0|317|583432804|84328
1|317|744134692|260620
0|317|711753504|258505
1|317|77959253|0
0|318|788707666|271365
1|318|761957118|269818
1|319|932496453|253661
1|319|78463975|0
0|318|2698307998|251405
1|321|4154940521|1057302
0|321|2555701384|1057140
1|321|291205328|1000241
0|321|1662094392|2000002
0|321|401011195|1240959
0|321|287420113|1000022
0|321|172877338|615257
0|321|75252172|0
1|321|2905780532|2000031
0|321|849874762|221600
0|321|68118246|0
1|321|829239671|1292600
0|339|871476325|203356
0|339|67814733|0
1|339|621754702|987246
1|347|333145634|118338
0|347|502050460|119934
1|347|87380622|0
0|347|389497998|231826
1|347|429732433|236542
0|347|371669055|328296
1|348|336330390|318106
0|348|331080546|256196
1|349|365335874|262742
0|349|417248749|218162
1|350|460576789|218487
0|350|298138570|236291
1|351|293211335|233236
0|351|261771498|101160
1|352|247832987|102626
0|352|332510773|216703
1|352|346852557|218128
0|352|289513117|170272
1|353|282770012|170612
0|353|380558764|211840
1|354|366956419|212864
0|354|314489228|203517
1|355|343913569|199744
0|355|331390330|143964
1|356|287083265|143769
0|356|729182914|316610
1|356|709883196|322723
0|356|404463010|276433
1|357|390660859|277364
0|357|423820989|230995
1|358|485856907|227168
0|358|416460323|237724
1|359|351642754|234787
1|360|387024490|149468
1|360|63923240|0
0|359|547277794|147903
0|361|443892841|202045
1|361|499669425|203644
1|362|874131486|631255
0|361|954073216|628687
1|362|84945417|0
0|364|414709176|428081
1|364|446975696|425334
0|364|397757992|303582
1|365|409178903|299196
0|365|306239745|129504
1|367|330130138|129105
